,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
cosvr294l.pdf,autoclave,criterion,erect,resource,performance,concrete,pitch,guidance,erection,damage,programme,crane,element,hand,give,roof,compound,occupation,relate,power
cosvr295.pdf,joinery,timber,criterion,resource,performance,cavity,install,vapour,frame,fixing,layer,stop,give,relate,fire,barrier,guidance,insulation,damage,programme
cosvr296.pdf,lining,criterion,resource,frame,performance,sheathe,steel,layer,tie,insulation,vapour,guidance,boarding,cladding,relate,fire,give,brick,fix,programme
cosvr296l.pdf,joinery,criterion,resource,performance,layer,tie,brick,frame,item,steel,insulation,moulding,fire,guidance,vapour,damage,membrane,programme,finishing,hand
cosvr297l.pdf,chase,criterion,concrete,resource,performance,autoclave,wall,floor,services,drill,guidance,damage,programme,receive,facilitate,hand,give,occupation,relate,aerate
cosvr298.pdf,collector,roof,criterion,resource,performance,voltaic,installation,give,reinstate,photo,relate,guidance,damage,programme,install,hand,occupation,power,rectify,manufacturer
cosvr299l.pdf,maintenance,criterion,performance,task,schedule,machinery,resource,manufacturer,plant,operator,waste,employer,authorisation,reporting,sequence,complete,hand,supervisor,relate,operative
cosvr30.pdf,timber,criterion,mark,resource,performance,framework,set,wall,floor,relate,guidance,give,damage,programme,grade,extinguisher,roof,occupation,square,test
cosvr300.pdf,moisture,floorcoverings,criterion,background,resource,performance,surface,guidance,relate,measure,smooth,give,damage,programme,contaminant,hand,determine,occupation,operative,skill
cosvr301.pdf,underlay,criterion,resource,performance,guidance,floorcoverings,give,relate,damage,programme,fitting,hand,occupation,operative,skill,interlayments,rectify,manufacturer,prepare,quantity
cosvr302.pdf,criterion,resource,performance,floorcovering,floorcoverings,set,floor,guidance,relate,give,damage,programme,lay,hand,occupation,operative,skill,surface,datum,coved
cosvr303.pdf,floorcoverings,surface,criterion,resource,performance,floor,receive,moisture,scrape,guidance,timber,relate,staircase,smooth,screed,suspend,give,damage,membrane,primer
cosvr304.pdf,floorcoverings,textile,criterion,resource,performance,contract,floor,install,sheet,nosings,situation,step,guidance,give,instal,relate,horizontal,damage,programme,hand
cosvr305.pdf,floorcoverings,criterion,resource,performance,skirtings,contract,situation,sheet,nosings,floorcovering,guidance,give,floor,relate,weld,horizontal,surface,damage,programme,dress
cosvr306.pdf,floorcoverings,timber,criterion,wood,resource,performance,engineer,guidance,contract,relate,give,damage,block,situation,programme,laminate,install,instal,hand,expansion
cosvr307.pdf,floorcoverings,criterion,resource,performance,test,evaluate,assessing,guidance,give,floor,relate,damage,programme,occupation,operative,skill,surface,rectify,manufacturer,suitability
cosvr308.pdf,floor,criterion,resource,performance,design,specialist,set,coved,border,transfer,motif,floorcovering,guidance,floorcoverings,datum,relate,give,horizontal,damage,programme
cosvr309.pdf,floorcoverings,textile,join,repair,criterion,seam,resource,performance,match,guidance,hand,stitch,damage,relate,give,programme,joining,occupation,pattern,operative
cosvr31.pdf,timber,criterion,resource,performance,hand,framework,machine,fabricate,power,peg,mark,wall,floor,relate,guidance,cut,give,damage,specialise,programme
cosvr310.pdf,floorcoverings,textile,border,motif,criterion,resilient,design,resource,performance,specialist,contract,guidance,sheet,panel,pattern,situation,relate,give,damage,programme
cosvr311.pdf,floorcoverings,wood,timber,border,motif,mosaic,criterion,design,specialist,contract,resource,performance,situation,stain,lacquer,guidance,panel,relate,give,damage
cosvr312l.pdf,floor,criterion,flooring,performance,resource,assist,lay,screed,ancillaries,guidance,damage,hand,resin,give,power,quantity,programme,waste,supervision,skill
cosvr313.pdf,substrate,criterion,resource,performance,lay,guidance,membrane,machinery,plant,prepare,relate,inspect,screed,occupation,repair,hand,give,damage,programme,cure
cosvr314.pdf,screed,criterion,floor,resource,performance,lay,drainage,guidance,sand,relate,mix,occupation,hand,give,damage,membrane,fix,programme,reinforcement,cure
cosvr315.pdf,resin,floor,screed,criterion,resource,performance,lay,smooth,coat,dpm,self,guidance,relate,duty,occupation,give,damage,membrane,coating,programme
cosvr316.pdf,criterion,formwork,floor,resource,performance,membrane,machinery,reinforcement,flooring,guidance,relate,dowel,occupation,formation,plant,give,erection,damage,joint,locate
cosvr317.pdf,concrete,criterion,resource,performance,placement,flooring,floor,mono,reinforcement,guidance,chute,vibrate,relate,formwork,occupation,give,damage,programme,lay,hand
cosvr318.pdf,float,tamp,criterion,ride,floor,concrete,resource,performance,power,guidance,cure,hand,vibrate,relate,occupation,finish,give,damage,programme,beam
cosvr319.pdf,criterion,erect,storey,resource,basement,formwork,performance,ground,structure,guidance,insulate,relate,preform,brace,occupation,give,programme,install,damage,hand
cosvr319l.pdf,erect,criterion,storey,basement,resource,formwork,performance,ground,structure,insulate,lintel,preform,brace,guidance,damage,prop,programme,concrete,install,hand
cosvr320.pdf,criterion,resource,building,performance,storey,dismantle,prefabricate,install,guidance,relate,give,programme,prevention,module,damage,hand,occupation,skill,estimate,power
cosvr320l.pdf,install,building,criterion,resource,performance,storey,prefabricate,guidance,damage,programme,module,hand,give,occupation,relate,multi,power,rectify,modular,manufacturer
cosvr321.pdf,cabin,decommission,prefabricate,building,criterion,resource,performance,unit,wheel,guidance,relate,install,stack,give,programme,prevention,damage,hand,occupation,skill
cosvr321l.pdf,cabin,prefabricate,criterion,resource,performance,install,unit,dismantle,guidance,damage,programme,hand,give,occupation,relate,power,rectify,manufacturer,quantity,flashing
cosvr325.pdf,lightning,test,criterion,protection,resource,performance,instrument,inspect,engineer,earth,guidance,damage,relate,system,give,programme,hand,occupation,resistance,measure
cosvr326l.pdf,metal,roofing,criterion,resource,performance,weather,guidance,damage,programme,hand,give,cut,occupation,relate,length,power,rectify,weathering,manufacturer,prepare
cosvr327.pdf,metal,roof,lead,weatherings,cladding,criterion,resource,support,pitch,install,performance,parapet,guidance,relate,give,cornice,gutter,horizontal,damage,programme
cosvr327l.pdf,metal,roofing,criterion,resource,performance,horizontal,lead,parapet,roof,cornice,gutter,guidance,weather,damage,relate,cladding,programme,substrate,install,pitch
cosvr328.pdf,weatherings,cladding,metal,criterion,resource,repair,roof,lead,performance,horizontal,relate,support,guidance,underlay,roofing,give,surface,damage,fix,programme
cosvr328l.pdf,roofing,criterion,metal,resource,performance,weather,repair,remove,blockage,guidance,damage,drainage,programme,lead,hand,give,occupation,relate,surface,power
cosvr329.pdf,metal,criterion,resource,bos,performance,ornament,planter,produce,lead,scroll,shingle,feature,guidance,hopper,relate,preform,press,give,damage,programme
cosvr329l.pdf,criterion,metal,resource,performance,emboss,press,guidance,damage,programme,hand,produce,give,occupation,relate,feature,power,rectify,lettering,leadwork,manufacturer
cosvr330.pdf,criterion,surface,performance,resource,abrade,guidance,plaster,damage,filler,masonry,prepare,hand,give,plastic,timber,decorator,programme,painter,scrape,access
cosvr331.pdf,borne,brush,roller,coat,criterion,surface,performance,resource,guidance,water,damage,paint,hand,give,cut,decorator,programme,painter,access,select
cosvr332.pdf,surface,paint,criterion,resource,decorate,performance,bare,prepare,relate,guidance,give,damage,programme,remove,substrate,fill,agent,occupation,situation,strip
cosvr333.pdf,borne,brush,roller,coat,criterion,resource,performance,coating,relate,guidance,water,give,damage,programme,paint,occupation,situation,surface,protection,rectify
cosvr334.pdf,paint,spray,criterion,resource,performance,sprayer,mask,coat,airless,relate,pack,borne,guidance,give,damage,programme,supply,hand,air,occupation
cosvr335.pdf,blast,criterion,resource,performance,cleaner,cleaning,relate,guidance,give,damage,programme,mask,supply,hand,load,occupation,protection,rectify,manufacturer,quantity
cosvr336.pdf,paper,hang,criterion,wallcoverings,resource,performance,textured,relief,wallpaper,pattern,relate,paste,guidance,give,ceiling,damage,programme,foundation,cross,occupation
cosvr337.pdf,hang,vinyl,width,back,criterion,paper,resource,performance,wall,relate,reveals,guidance,give,sealer,damage,programme,manufacturer,occupation,protection,rectify
cosvr338.pdf,coving,texturing,criterion,piece,stippler,resource,performance,textured,brush,dust,give,roller,guidance,mix,prepare,ceiling,damage,programme,install,produce
cosvr339.pdf,spray,airless,criterion,coat,coating,borne,resource,performance,film,mask,paint,activator,relate,give,pack,masking,guidance,shut,damage,troubleshoot
cosvr340.pdf,spray,hvlp,coat,air,criterion,borne,resource,performance,volume,coating,film,mask,activator,pressure,relate,give,pack,masking,guidance,shut
cosvr341.pdf,borne,stencil,criterion,resource,rag,colour,performance,sponge,produce,stipple,glaze,paint,wipe,emphasis,roll,drag,guidance,give,damage,programme
cosvr342.pdf,stencil,criterion,borne,resource,performance,design,plate,produce,paint,relate,guidance,give,damage,programme,register,hand,occupation,water,wall,surface
cosvr343.pdf,hang,criterion,paper,ceiling,wallcoverings,resource,performance,niche,stairwell,average,slop,matching,pattern,wall,arch,relate,paste,guidance,column,give
cosvr344.pdf,marble,criterion,borne,brush,resource,performance,produce,glaze,paint,emphasis,grounds,effect,rag,guidance,grain,damage,programme,hand,give,occupation
cosvr345.pdf,replica,marble,grain,criterion,borne,resource,performance,paint,emphasis,produce,grounds,rag,guidance,damage,glaze,programme,mask,hand,give,colour
cosvr346.pdf,wallcoverings,hang,criterion,paper,specialise,resource,performance,silk,wool,hand,strand,relate,paste,guidance,give,damage,back,print,programme,occupation
cosvr347.pdf,textured,comb,texturing,criterion,resource,performance,produce,relate,manufacturer,guidance,give,damage,programme,circle,fan,prepare,occupation,design,protection,rectify
cosvr348.pdf,metal,leaf,criterion,resource,gold,surface,coat,performance,transfer,relate,barrier,guidance,give,damage,programme,size,hand,occupation,protection,rectify
cosvr349.pdf,blast,cleaning,surface,criterion,resource,performance,relate,guidance,give,damage,profile,medium,programme,mask,prepare,hand,load,occupation,protection,rectify
cosvr350.pdf,cladding,criterion,resource,performance,steel,wool,fire,guidance,fix,relate,nogging,damage,give,programme,channel,stone,hand,extinguisher,occupation,repair
cosvr350l.pdf,cladding,criterion,resource,performance,nogging,guidance,fix,damage,install,relate,lining,line,give,board,density,programme,channel,hand,occupation,power
cosvr351.pdf,film,coating,criterion,performance,resource,thickness,substrate,coat,guidance,reactive,fire,relate,stir,brush,measure,spray,roller,repair,give,damage
cosvr351l.pdf,coat,criterion,resource,performance,damage,coating,intumescent,guidance,relate,give,surface,programme,spray,hand,occupation,roller,power,rectify,manufacturer,quantity
cosvr352.pdf,ductwork,resist,fire,performance,criterion,resource,duct,guidance,relate,extraction,pressurisation,install,instal,give,park,board,damage,smoke,car,cladding
cosvr352l.pdf,resist,ductwork,criterion,fire,resource,performance,duct,install,extraction,guidance,pressurisation,damage,give,park,board,smoke,car,relate,cladding,programme
cosvr353.pdf,fire,penetration,criterion,resource,opening,performance,gap,stopping,stop,pipe,resist,cable,ceiling,seal,guidance,install,relate,void,collar,wool
cosvr353l.pdf,stop,fire,install,criterion,resource,performance,collar,guidance,fibre,fix,wrap,give,ceiling,damage,relate,programme,penetration,channel,hand,occupation
cosvr354l.pdf,cavity,barrier,criterion,resource,performance,fire,guidance,fibre,install,relate,give,duct,damage,programme,service,hand,occupation,power,rectify,manufacturer
cosvr355.pdf,wall,resist,lining,fire,criterion,performance,resource,guidance,relate,erect,give,damage,programme,hand,extinguisher,occupation,repair,skill,proximity,specific
cosvr355l.pdf,resist,wall,criterion,resource,performance,fire,erect,guidance,damage,give,relate,programme,line,hand,occupation,repair,power,rectify,form,framework
cosvr356.pdf,resist,ceiling,fire,criterion,performance,resource,guidance,relate,erect,damage,give,programme,hand,extinguisher,occupation,repair,skill,proximity,specific,power
cosvr356l.pdf,resist,ceiling,criterion,fire,erect,resource,performance,damage,guidance,give,relate,programme,hand,occupation,repair,power,rectify,manufacturer,quantity,skill
cosvr357.pdf,spray,criterion,resource,performance,reinforcement,coating,guidance,coat,fire,relate,give,selection,manufacturer,water,steel,density,measure,programme,ratio,select
cosvr357l.pdf,spray,criterion,resource,performance,coat,backing,steel,concrete,guidance,give,damage,coating,relate,programme,hand,fibre,occupation,gypsum,power,rectify
cosvr358.pdf,door,resist,fire,performance,criterion,resource,install,seal,guidance,certification,assembly,furniture,relate,ironmongery,fixing,occupation,give,smoke,programme,protection
cosvr358l.pdf,resist,criterion,door,resource,performance,fire,guidance,ironmongery,give,damage,smoke,relate,glaze,programme,install,set,hand,occupation,power,rectify
cosvr359.pdf,substrate,machinery,plant,profile,prepare,criterion,operate,resource,performance,profiling,surface,guidance,specify,chase,damage,relate,give,tile,programme,machine
cosvr360.pdf,protection,criterion,resource,performance,install,guidance,relate,remove,give,notice,light,fence,programme,damage,hand,occupation,skill,hoard,estimate,surround
cosvr360l.pdf,criterion,protection,resource,performance,guidance,relate,give,damage,light,programme,install,hand,occupation,notice,surround,power,rectify,barrier,manufacturer,quantity
