,index,URN,NOS Title,correct_exact_matches
891,ccsfl44.pdf,CCSFL44,Keep financial records of your freelance work in creative and cultural industries,Management; Financial transaction; Craft; Music; Sales; Tax return; Initiative; Record keeping; Proactive; Invoicing; Advertising; Spreadsheet; Balance sheet; Business marketing; Financial statement
892,ccsfl45.pdf,CCSFL45,Obtain finance from loans and investments to support your freelance work in creative and cultural industries,Craft; Music; Cost; Financial market; Calculation; Marketing; Bank statement; Proactive; Advertising; Business marketing; Loans
893,ccsfl46.pdf,CCSFL46,Develop a fundraising strategy for your freelance work in creative and cultural industries,Contingency plan; Portfolio management; Fundraising; Craft; History; Music; Fundraise; Database; Business strategy; Marketing; Proactive; Landscape; Advertising; Branding; Business marketing
894,ccsfl47.pdf,CCSFL47,Conduct fundraising for your freelance work in creative and cultural industries,Fundraising; Telephone skill; Prospect; Craft; Music; Proposal writing; Database; Proactive; Advertising; Business marketing; Schedule
895,ccsfl48.pdf,CCSFL48,Write bids and make tenders for your freelance work in the creative and cultural industries,Quotation; Craft; Music; Cost; Timeline; Initiative; Proactive; Advertising; Business marketing
896,ccsfl49.pdf,CCSFL49,Make deals and negotiate agreements for freelance work in creative and cultural industries,Craft; Music; Cost; Initiative; Proactive; Advertising; Business marketing; Listen
897,ccsfl5.pdf,CCSFL5,Plan finances for your freelance work in creative and cultural industries,Management; Craft; Music; Cost; Business strategy; Manage budget; Sales plan; Marketing; Proactive; Advertising; Business marketing; Financial planning
898,ccsfl50.pdf,CCSFL50,Subcontract and outsource your freelance work in creative and cultural industries,Consultant; Craft; Music; Outsource; Initiative; Proactive; Advertising; Business marketing; Work quickly; Alteration
899,ccsfl51.pdf,CCSFL51,Export your freelance products or services abroad in creative and cultural industries,Promote; Craft; Music; Market segmentation; Sales; Cost; Initiative; Identify opportunity; Proactive; Advertising; Business marketing; Set target
900,ccsfl52.pdf,CCSFL52,Recruit and retain customers or clients for your freelance work in creative and cultural industries,Craft; Music; Marketing; Initiative; Retention rate; Proactive; Advertising; Business marketing; Vision; Contact customer; Recruit
901,ccsfl53.pdf,CCSFL53,Understand what the customer or client wants and negotiate a brief for your freelance work in creative and cultural industries,Quotation; Craft; Music; Cost; Timeline; Transaction; Negotiate price; Initiative; Proactive; Advertising; Business marketing; Schedule; Estimating
902,ccsfl54.pdf,CCSFL54,Deliver a good service to your customers or clients as a freelancer in creative and cultural industries,Craft; Music; Satisfy customer; Cost; Initiative; Service improvement; Proactive; Advertising; Business marketing
903,ccsfl55.pdf,CCSFL55,Manage and evaluate customer or client relations for your freelance work in creative and cultural industries,Management; Client management; Craft; Music; Proactive; Advertising; Business marketing
904,ccsfl56.pdf,CCSFL56,Respond to complaints about your freelance work in creative and cultural industries,Craft; Music; Proactive; Advertising; Business marketing
905,ccsfl57.pdf,CCSFL57,Present a positive image of yourself and your freelance work in creative and cultural industries,Active listening; Seminar; Promote; Craft; Music; Proactive; Advertising; Business marketing; Listen
906,ccsfl58.pdf,CCSFL58,Make presentations about your freelance work in creative and cultural industries,Craft; Music; Fundraise; Initiative; Negotiation skill; Proactive; Advertising; Business marketing
907,ccsfl59.pdf,CCSFL59,Undertake market research for your freelance work in creative and cultural industries,Statistic; Unique selling proposition; Innovation; Craft; Music; Pricing; Market research; Marketing; Proactive; Storage; Advertising; Market trend; Collection; Business marketing; Business planning
908,ccsfl6.pdf,CCSFL6,Plan sales of your freelance products or services in creative and cultural industries,Craft; Music; Sales; Cost; Sales plan; Target market; Initiative; Proactive; Advertising; Business marketing; Financial planning; Set target
909,ccsfl60.pdf,CCSFL60,Plan and carry out public relations for your freelance work in creative and cultural industries,Brand management; Promote; Craft; Music; Direct marketing; Sales; Pr agency; Pr strategy; Timeline; Public relations; Marketing; Target market; Press release; Proactive; Advertising; Sales promotion; Business marketing
910,ccsfl61.pdf,CCSFL61,Plan and carry out advertising for your freelance work in creative and cultural industries,Maximum; Craft; Photography; Music; Sales; Cost; Marketing; Initiative; Proactive; Advertising; Business marketing
911,ccsfl62.pdf,CCSFL62,Develop and market a website for your freelance work in creative and cultural industries,Craft; Search engine; Music; Sales; Marketing material; Marketing; Initiative; Proactive; Advertising; Business marketing
912,ccsfl7.pdf,CCSFL7,Conduct research to develop your freelance work in creative and cultural industries,Craft; Music; Proactive; Advertising; Business marketing
913,ccsfl8.pdf,CCSFL8,Manage projects as a freelancer in creative and cultural industries,Management; Craft; Parameter; Music; Cost; Proactive; Advertising; Business marketing
914,ccsfl9.pdf,CCSFL9,Manage your time as a freelancer in creative and cultural industries,Management; Craft; Music; Streamline; Proactive; Advertising; Costing; Business marketing
915,ccsj2.1.pdf,CCSJ2.1,Contribute to keeping the workshop tidy and safe,J; Instruction
916,ccsj2.10.pdf,CCSJ2.10,Produce hand engraving,Polish; Basic block; Hand tool; Script; Interpret drawing
917,ccsj2.11.pdf,CCSJ2.11,Identify and secure stones in settings,Grain
918,ccsj2.12.pdf,CCSJ2.12,Identify and explain methods and tools used in vitreous enamelling,Storage; Hand tool; Interpret drawing
919,ccsj2.13.pdf,CCSJ2.13,"Identify new and emerging technologies in the jewellery industry, allied trades and how they may impact on your working practices",Training
920,ccsj2.2.pdf,CCSJ2.2,Read jewellery manufacture or silversmithing drawings,Technical drawing; Instruction; Protractor; Interpret drawing
921,ccsj2.3.pdf,CCSJ2.3,Mark out and measure materials for jewellery or silverware components,Technical drawing; Scriber; Instruction; Measure material; Micrometer
922,ccsj2.4.pdf,CCSJ2.4,Identify the basic properties of common precious metals and alloys used in jewellery manufacturing and silversmithing,Ductility; Instruction; Precious metal; Silver; Experiment
923,ccsj2.5.pdf,CCSJ2.5,Cut and pierce jewellery or silverware components,Shear; Sheet metal; Drilling; Instruction; Hacksaw
924,ccsj2.6.pdf,CCSJ2.6,File jewellery or silverware components,Instruction
925,ccsj2.7.pdf,CCSJ2.7,Produce formed jewellery or silverware components,Instruction; Iron; Fault; Mill
926,ccsj2.8.pdf,CCSJ2.8,Carry out permanent joining of jewellery or silverware components,Soldering; Instruction; Propane; Laser; Flux; Natural gas; Fault; Solder
927,ccsj2.9.pdf,CCSJ2.9,Polish and finish jewellery or silverware components,Instruction; Polish; Fault
928,ccsj3.1.pdf,CCSJ3.1,Contribute to the maintenance and preparation of the jewellery or silversmithing workshop environment,Machinery; Storage; Cleaning
929,ccsj3.10.pdf,CCSJ3.10,Form silverware components,Swaging; Planishing; Instruction; Forging; Hand tool
930,ccsj3.11.pdf,CCSJ3.11,Produce spun silverware components,Instruction; Calculation; Tolerance; Silver; Gilding
931,ccsj3.13.pdf,CCSJ3.13,Use mechanical methods of joining jewellery or silverware,Instruction; Screw thread; Tolerance
932,ccsj3.14.pdf,CCSJ3.14,Polish and finish jewellery or silverwork to a commercial standard,Gold plating; Composition; Instruction; Lathe; Polish; Precious metal; Silver; Cleaning
933,ccsj3.15.pdf,CCSJ3.15,Produce cad/cam jewellery or silverware designs and prototypes,Workstation; Cad cam; Calculation; Fault; Manufacturing process
934,ccsj3.16.pdf,CCSJ3.16,Produce engraved surfaces,Flange; Metallurgy; Template; Harden; Instruction; Etching; Lathe; Inlay; Storage; Silver; Sharpen; Fault; Centering; Hand tool
935,ccsj3.17.pdf,CCSJ3.17,Produce chased items,Technical drawing; Recipe; Template; Harden; Instruction; Calculation; Interpret drawing
936,ccsj3.18.pdf,CCSJ3.18,Produce enamelled surfaces,Instruction; Etching; Storage; Silver; Fault; Hand tool; Solder
937,ccsj3.19.pdf,CCSJ3.19,Produce tools or jigs for use in the manufacturing process of jewellery or silversmithing,Instruction; Tolerance; Manufacturing process
938,ccsj3.2.pdf,CCSJ3.2,"Produce jewellery, silverware or engraving from detailed drawings and specifications",Technical drawing; Template; Tolerance
939,ccsj3.20.pdf,CCSJ3.20,Set gemstones by hand,Microscope; Instruction; Grain; Silver; Cleaning; Hand tool; Gemstone
940,ccsj3.21.pdf,CCSJ3.21,Carry out electro-deposition on jewellery or silverware components,Wax; Instruction; Tank; Electroform; Electroforming; Silver; Fault; Cleaning; Gilding
941,ccsj3.22.pdf,CCSJ3.22,"Keep up to date with the jewellery industry, allied trades and related technologies",
942,ccsj3.3.pdf,CCSJ3.3,"Mark out and measure materials for jewellery manufacture, silverware or engraving",Technical drawing; Iso; Measure material; Projection; Maintain equipment
943,ccsj3.4.pdf,CCSJ3.4,Demonstrate and apply an understanding of metallurgy to your jewellery or silversmithing work,Soldering; Composition; Metallurgy; Wax; Porosity; Calculation; Precious metal; Crystallization; Fault
944,ccsj3.5.pdf,CCSJ3.5,Saw and pierce jewellery or silverware components,Technical drawing; Sheet metal; Drilling; Instruction; Tolerance; Sawing
945,ccsj3.6.pdf,CCSJ3.6,Form jewellery components,Sheet metal; Instruction; Hand tool; Mill
946,ccsj3.7.pdf,CCSJ3.7,Produce rubber moulds for lost wax casting,Wax; Storage; Fault; Mould; Transport
947,ccsj3.8.pdf,CCSJ3.8,Produce components by wax casting,Wax; Instruction; Calculation; Injection; Cleaning; Mould
948,ccsj4.1.pdf,CCSJ4.1,Prepare and maintain the general workshop environment,Machinery; Consumables; Storage; Cleaning
949,ccsj4.10.pdf,CCSJ4.10,Produce advanced components by wax casting,Wax; Instruction; Calculation; Injection; Crystallization; Cleaning; Mould; Casting defect
950,ccsj4.11.pdf,CCSJ4.11,Produce polished and finished jewellery or silverware items using advanced techniques,Visual inspection; Composition; Cleanliness; Instruction; Lathe; Polish; Silver; Fault
951,ccsj4.12.pdf,CCSJ4.12,Produce cad/cam jewellery or silverware designs and prototypes,Workstation; Cad cam; Calculation; Fault; Manufacturing process
952,ccsj4.13.pdf,CCSJ4.13,Produce engraved surfaces using advanced techniques,Visual inspection; Laser cutting; Template; Harden; Instruction; Etching; Lathe; Calculation; Inlay; Silver; Sharpen; Fault; Hand tool; Repair
953,ccsj4.14.pdf,CCSJ4.14,Produce chased products using advanced techniques,Template; Instruction; Calculation; Interpret drawing
954,ccsj4.15.pdf,CCSJ4.15,Produce enamelled surfaces using advanced techniques,Harden; Instruction; Etching; Machine tool; Silver; Sharpen; Fault; Repair
955,ccsj4.16.pdf,CCSJ4.16,Produce tools for the jewellery and silversmithing industry,Machine tool; Tolerance; Chamfer; Emergency shutdown; Hand tool
956,ccsj4.17.pdf,CCSJ4.17,Set gemstones using advanced setting techniques,Breakage; Harden; Instruction; Silver; Sharpen; Fault; Cleaning; Hand tool; Gemstone
957,ccsj4.18.pdf,CCSJ4.18,Plate and electroform jewellery or silverware,Wax; Instruction; Tank; Electroform; Calculation; Electroforming; Solvent; Fault; Cleaning; Gilding
958,ccsj4.19.pdf,CCSJ4.19,Carry out repairs and restoration to jewellery or silverware,Metallurgy; Craft; Instruction; Polish; Burnishing; Silver; Fault; Repair; Gemstone
959,ccsj4.2.pdf,CCSJ4.2,"Research, develop and produce drawn plans for precious products",Management; Patent; Iso; Cost; Costing; Product research; Coordinating
960,ccsj4.3.pdf,CCSJ4.3,Apply your advanced knowledge of metallurgy to jewellery or silversmithing work,Soldering; Metallurgy; Wax; Porosity; Calculation; Precious metal; Crystallization
